FIELDTYPE,MODBUSADDRESS,FIELDSIZE,FIELDNAME,VALUE,TYPE,MANDATORY,R/W,SF,UNIT,SERVERID
Repeating,8034,1,MaxCellVoltageModule[7],,uint16,O,R,,,1
Repeating,8035,1,MinCellVoltage[7],,uint16,M,R,CellV_SF,V,1
Repeating,8036,1,MinCellVoltageModule[7],,uint16,O,R,,,1
Repeating,8037,1,AverageCellVoltage[7],,uint16,M,R,CellV_SF,V,1
Repeating,8038,1,StrModTmpMax[7],,sint16,M,R,ModTmp_SF,C,1
Repeating,8039,1,StrModTmpMaxMod[7],,uint16,O,R,,,1
Repeating,8040,1,StrModTmpMin[7],,sint16,M,R,ModTmp_SF,C,1
Repeating,8041,1,StrModTmpMinMod[7],,uint16,O,R,,,1
Repeating,8042,1,StrModTmpAvg[7],,sint16,M,R,ModTmp_SF,C,1
Repeating,8043,1,DisabledReason[7],,enum16,O,R,,,1
Repeating,8044,2,ContactorStatus[7],,bitfield32,O,R,,,1
Repeating,8046,2,StringEvent1[7],,bitfield32,M,R,,,1
Repeating,8048,2,StringEvent2[7],,bitfield32,O,R,,,1
Repeating,8050,2,VendorStringEventBitfield1[7],,bitfield32,O,R,,,1
Repeating,8052,2,VendorStringEventBitfield2[7],,bitfield32,O,R,,,1
Repeating,8054,1,EnableDisableString[7],,enum16,O,RW,,,1
Repeating,8055,1,ConnectDisconnectString[7],,enum16,O,RW,,,1
Repeating,8056,1,Pad[7],,pad,M,R,,,1
Repeating,8057,1,Pad2[7],,pad,M,R,,,1
Repeating,8058,1,ModuleCount[8],,uint16,M,R,,,1
Repeating,8059,2,StringStatus[8],,bitfield32,M,R,,,1
Repeating,8061,1,ConnectionFailureReason[8],,enum16,O,R,,,1
Repeating,8062,1,StringStateofCharge[8],,uint16,M,R,SoC_SF,%,1
Repeating,8063,1,StringStateofHealth[8],,uint16,O,R,SoH_SF,%,1
Repeating,8064,1,StringCurrent[8],,sint16,M,R,A_SF,A,1
Repeating,8065,1,MaxCellVoltage[8],,uint16,M,R,CellV_SF,V,1
Repeating,8066,1,MaxCellVoltageModule[8],,uint16,O,R,,,1
Repeating,8067,1,MinCellVoltage[8],,uint16,M,R,CellV_SF,V,1
Repeating,8068,1,MinCellVoltageModule[8],,uint16,O,R,,,1
Repeating,8069,1,AverageCellVoltage[8],,uint16,M,R,CellV_SF,V,1
Repeating,8070,1,StrModTmpMax[8],,sint16,M,R,ModTmp_SF,C,1
Repeating,8071,1,StrModTmpMaxMod[8],,uint16,O,R,,,1
Repeating,8072,1,StrModTmpMin[8],,sint16,M,R,ModTmp_SF,C,1
Repeating,8073,1,StrModTmpMinMod[8],,uint16,O,R,,,1
Repeating,8074,1,StrModTmpAvg[8],,sint16,M,R,ModTmp_SF,C,1
Repeating,8075,1,DisabledReason[8],,enum16,O,R,,,1
Repeating,8076,2,ContactorStatus[8],,bitfield32,O,R,,,1
Repeating,8078,2,StringEvent1[8],,bitfield32,M,R,,,1
Repeating,8080,2,StringEvent2[8],,bitfield32,O,R,,,1
Repeating,8082,2,VendorStringEventBitfield1[8],,bitfield32,O,R,,,1
Repeating,8084,2,VendorStringEventBitfield2[8],,bitfield32,O,R,,,1
Repeating,8086,1,EnableDisableString[8],,enum16,O,RW,,,1
Repeating,8087,1,ConnectDisconnectString[8],,enum16,O,RW,,,1
Repeating,8088,1,Pad[8],,pad,M,R,,,1
Repeating,8089,1,Pad2[8],,pad,M,R,,,1
Repeating,8090,1,ModuleCount[9],,uint16,M,R,,,1
Repeating,8091,2,StringStatus[9],,bitfield32,M,R,,,1
Repeating,8093,1,ConnectionFailureReason[9],,enum16,O,R,,,1
Repeating,8094,1,StringStateofCharge[9],,uint16,M,R,SoC_SF,%,1
Repeating,8095,1,StringStateofHealth[9],,uint16,O,R,SoH_SF,%,1
Repeating,8096,1,StringCurrent[9],,sint16,M,R,A_SF,A,1
Repeating,8097,1,MaxCellVoltage[9],,uint16,M,R,CellV_SF,V,1
Repeating,8098,1,MaxCellVoltageModule[9],,uint16,O,R,,,1
Repeating,8099,1,MinCellVoltage[9],,uint16,M,R,CellV_SF,V,1
Repeating,8100,1,MinCellVoltageModule[9],,uint16,O,R,,,1
Repeating,8101,1,AverageCellVoltage[9],,uint16,M,R,CellV_SF,V,1
Repeating,8102,1,StrModTmpMax[9],,sint16,M,R,ModTmp_SF,C,1
Repeating,8103,1,StrModTmpMaxMod[9],,uint16,O,R,,,1
Repeating,8104,1,StrModTmpMin[9],,sint16,M,R,ModTmp_SF,C,1
Repeating,8105,1,StrModTmpMinMod[9],,uint16,O,R,,,1
Repeating,8106,1,StrModTmpAvg[9],,sint16,M,R,ModTmp_SF,C,1
Repeating,8107,1,DisabledReason[9],,enum16,O,R,,,1
Repeating,8108,2,ContactorStatus[9],,bitfield32,O,R,,,1
Repeating,8110,2,StringEvent1[9],,bitfield32,M,R,,,1
Repeating,8112,2,StringEvent2[9],,bitfield32,O,R,,,1
Repeating,8114,2,VendorStringEventBitfield1[9],,bitfield32,O,R,,,1
Repeating,8116,2,VendorStringEventBitfield2[9],,bitfield32,O,R,,,1
Repeating,8118,1,EnableDisableString[9],,enum16,O,RW,,,1
Repeating,8119,1,ConnectDisconnectString[9],,enum16,O,RW,,,1
Repeating,8120,1,Pad[9],,pad,M,R,,,1
Repeating,8121,1,Pad2[9],,pad,M,R,,,1
Repeating,8122,1,ModuleCount[10],,uint16,M,R,,,1
Repeating,8123,2,StringStatus[10],,bitfield32,M,R,,,1
Repeating,8125,1,ConnectionFailureReason[10],,enum16,O,R,,,1
Repeating,8126,1,StringStateofCharge[10],,uint16,M,R,SoC_SF,%,1
Repeating,8127,1,StringStateofHealth[10],,uint16,O,R,SoH_SF,%,1
Repeating,8128,1,StringCurrent[10],,sint16,M,R,A_SF,A,1
Repeating,8129,1,MaxCellVoltage[10],,uint16,M,R,CellV_SF,V,1
Repeating,8130,1,MaxCellVoltageModule[10],,uint16,O,R,,,1
Repeating,8131,1,MinCellVoltage[10],,uint16,M,R,CellV_SF,V,1
Repeating,8132,1,MinCellVoltageModule[10],,uint16,O,R,,,1
Repeating,8133,1,AverageCellVoltage[10],,uint16,M,R,CellV_SF,V,1
Repeating,8134,1,StrModTmpMax[10],,sint16,M,R,ModTmp_SF,C,1
Repeating,8135,1,StrModTmpMaxMod[10],,uint16,O,R,,,1
Repeating,8136,1,StrModTmpMin[10],,sint16,M,R,ModTmp_SF,C,1
Repeating,8137,1,StrModTmpMinMod[10],,uint16,O,R,,,1
Repeating,8138,1,StrModTmpAvg[10],,sint16,M,R,ModTmp_SF,C,1
Repeating,8139,1,DisabledReason[10],,enum16,O,R,,,1
Repeating,8140,2,ContactorStatus[10],,bitfield32,O,R,,,1
Repeating,8142,2,StringEvent1[10],,bitfield32,M,R,,,1
Repeating,8144,2,StringEvent2[10],,bitfield32,O,R,,,1
Repeating,8146,2,VendorStringEventBitfield1[10],,bitfield32,O,R,,,1
Repeating,8148,2,VendorStringEventBitfield2[10],,bitfield32,O,R,,,1
Repeating,8150,1,EnableDisableString[10],,enum16,O,RW,,,1
Repeating,8151,1,ConnectDisconnectString[10],,enum16,O,RW,,,1
Repeating,8152,1,Pad[10],,pad,M,R,,,1
Repeating,8153,1,Pad2[10],,pad,M,R,,,1
Repeating,8154,1,ModuleCount[11],,uint16,M,R,,,1
Repeating,8155,2,StringStatus[11],,bitfield32,M,R,,,1
Repeating,8157,1,ConnectionFailureReason[11],,enum16,O,R,,,1
Repeating,8158,1,StringStateofCharge[11],,uint16,M,R,SoC_SF,%,1
Repeating,8159,1,StringStateofHealth[11],,uint16,O,R,SoH_SF,%,1
Repeating,8160,1,StringCurrent[11],,sint16,M,R,A_SF,A,1
Repeating,8161,1,MaxCellVoltage[11],,uint16,M,R,CellV_SF,V,1
Repeating,8162,1,MaxCellVoltageModule[11],,uint16,O,R,,,1
Repeating,8163,1,MinCellVoltage[11],,uint16,M,R,CellV_SF,V,1
Repeating,8164,1,MinCellVoltageModule[11],,uint16,O,R,,,1
Repeating,8165,1,AverageCellVoltage[11],,uint16,M,R,CellV_SF,V,1
Repeating,8166,1,StrModTmpMax[11],,sint16,M,R,ModTmp_SF,C,1
Repeating,8167,1,StrModTmpMaxMod[11],,uint16,O,R,,,1
Repeating,8168,1,StrModTmpMin[11],,sint16,M,R,ModTmp_SF,C,1
Repeating,8169,1,StrModTmpMinMod[11],,uint16,O,R,,,1
Repeating,8170,1,StrModTmpAvg[11],,sint16,M,R,ModTmp_SF,C,1
Repeating,8171,1,DisabledReason[11],,enum16,O,R,,,1
Repeating,8172,2,ContactorStatus[11],,bitfield32,O,R,,,1
Repeating,8174,2,StringEvent1[11],,bitfield32,M,R,,,1
Repeating,8176,2,StringEvent2[11],,bitfield32,O,R,,,1
Repeating,8178,2,VendorStringEventBitfield1[11],,bitfield32,O,R,,,1
Repeating,8180,2,VendorStringEventBitfield2[11],,bitfield32,O,R,,,1
Repeating,8182,1,EnableDisableString[11],,enum16,O,RW,,,1
Repeating,8183,1,ConnectDisconnectString[11],,enum16,O,RW,,,1
Repeating,8184,1,Pad[11],,pad,M,R,,,1
Repeating,8185,1,Pad2[11],,pad,M,R,,,1
Repeating,8186,1,ModuleCount[12],,uint16,M,R,,,1
Repeating,8187,2,StringStatus[12],,bitfield32,M,R,,,1
Repeating,8189,1,ConnectionFailureReason[12],,enum16,O,R,,,1
Repeating,8190,1,StringStateofCharge[12],,uint16,M,R,SoC_SF,%,1
Repeating,8191,1,StringStateofHealth[12],,uint16,O,R,SoH_SF,%,1
Repeating,8192,1,StringCurrent[12],,sint16,M,R,A_SF,A,1
Repeating,8193,1,MaxCellVoltage[12],,uint16,M,R,CellV_SF,V,1
Repeating,8194,1,MaxCellVoltageModule[12],,uint16,O,R,,,1
Repeating,8195,1,MinCellVoltage[12],,uint16,M,R,CellV_SF,V,1
Repeating,8196,1,MinCellVoltageModule[12],,uint16,O,R,,,1
Repeating,8197,1,AverageCellVoltage[12],,uint16,M,R,CellV_SF,V,1
Repeating,8198,1,StrModTmpMax[12],,sint16,M,R,ModTmp_SF,C,1
Repeating,8199,1,StrModTmpMaxMod[12],,uint16,O,R,,,1
Repeating,8200,1,StrModTmpMin[12],,sint16,M,R,ModTmp_SF,C,1
Repeating,8201,1,StrModTmpMinMod[12],,uint16,O,R,,,1
Repeating,8202,1,StrModTmpAvg[12],,sint16,M,R,ModTmp_SF,C,1
Repeating,8203,1,DisabledReason[12],,enum16,O,R,,,1
Repeating,8204,2,ContactorStatus[12],,bitfield32,O,R,,,1
Repeating,8206,2,StringEvent1[12],,bitfield32,M,R,,,1
Repeating,8208,2,StringEvent2[12],,bitfield32,O,R,,,1
Repeating,8210,2,VendorStringEventBitfield1[12],,bitfield32,O,R,,,1
Repeating,8212,2,VendorStringEventBitfield2[12],,bitfield32,O,R,,,1
Repeating,8214,1,EnableDisableString[12],,enum16,O,RW,,,1
Repeating,8215,1,ConnectDisconnectString[12],,enum16,O,RW,,,1
Repeating,8216,1,Pad[12],,pad,M,R,,,1
Repeating,8217,1,Pad2[12],,pad,M,R,,,1
Repeating,8218,1,ModuleCount[13],,uint16,M,R,,,1
Repeating,8219,2,StringStatus[13],,bitfield32,M,R,,,1
Repeating,8221,1,ConnectionFailureReason[13],,enum16,O,R,,,1
Repeating,8222,1,StringStateofCharge[13],,uint16,M,R,SoC_SF,%,1
Repeating,8223,1,StringStateofHealth[13],,uint16,O,R,SoH_SF,%,1
Repeating,8224,1,StringCurrent[13],,sint16,M,R,A_SF,A,1
Repeating,8225,1,MaxCellVoltage[13],,uint16,M,R,CellV_SF,V,1
Repeating,8226,1,MaxCellVoltageModule[13],,uint16,O,R,,,1
Repeating,8227,1,MinCellVoltage[13],,uint16,M,R,CellV_SF,V,1
Repeating,8228,1,MinCellVoltageModule[13],,uint16,O,R,,,1
Repeating,8229,1,AverageCellVoltage[13],,uint16,M,R,CellV_SF,V,1
Repeating,8230,1,StrModTmpMax[13],,sint16,M,R,ModTmp_SF,C,1
Repeating,8231,1,StrModTmpMaxMod[13],,uint16,O,R,,,1
Repeating,8232,1,StrModTmpMin[13],,sint16,M,R,ModTmp_SF,C,1
Repeating,8233,1,StrModTmpMinMod[13],,uint16,O,R,,,1
Repeating,8234,1,StrModTmpAvg[13],,sint16,M,R,ModTmp_SF,C,1
Repeating,8235,1,DisabledReason[13],,enum16,O,R,,,1
Repeating,8236,2,ContactorStatus[13],,bitfield32,O,R,,,1
Repeating,8238,2,StringEvent1[13],,bitfield32,M,R,,,1
Repeating,8240,2,StringEvent2[13],,bitfield32,O,R,,,1
Repeating,8242,2,VendorStringEventBitfield1[13],,bitfield32,O,R,,,1
Repeating,8244,2,VendorStringEventBitfield2[13],,bitfield32,O,R,,,1
Repeating,8246,1,EnableDisableString[13],,enum16,O,RW,,,1
Repeating,8247,1,ConnectDisconnectString[13],,enum16,O,RW,,,1
Repeating,8248,1,Pad[13],,pad,M,R,,,1
Repeating,8249,1,Pad2[13],,pad,M,R,,,1
Repeating,8250,1,ModuleCount[14],,uint16,M,R,,,1
Repeating,8251,2,StringStatus[14],,bitfield32,M,R,,,1
Repeating,8253,1,ConnectionFailureReason[14],,enum16,O,R,,,1
Repeating,8254,1,StringStateofCharge[14],,uint16,M,R,SoC_SF,%,1
Repeating,8255,1,StringStateofHealth[14],,uint16,O,R,SoH_SF,%,1
Repeating,8256,1,StringCurrent[14],,sint16,M,R,A_SF,A,1
Repeating,8257,1,MaxCellVoltage[14],,uint16,M,R,CellV_SF,V,1
Repeating,8258,1,MaxCellVoltageModule[14],,uint16,O,R,,,1
Repeating,8259,1,MinCellVoltage[14],,uint16,M,R,CellV_SF,V,1
Repeating,8260,1,MinCellVoltageModule[14],,uint16,O,R,,,1
Repeating,8261,1,AverageCellVoltage[14],,uint16,M,R,CellV_SF,V,1
Repeating,8262,1,StrModTmpMax[14],,sint16,M,R,ModTmp_SF,C,1
Repeating,8263,1,StrModTmpMaxMod[14],,uint16,O,R,,,1
Repeating,8264,1,StrModTmpMin[14],,sint16,M,R,ModTmp_SF,C,1
Repeating,8265,1,StrModTmpMinMod[14],,uint16,O,R,,,1
Repeating,8266,1,StrModTmpAvg[14],,sint16,M,R,ModTmp_SF,C,1
Repeating,8267,1,DisabledReason[14],,enum16,O,R,,,1
Repeating,8268,2,ContactorStatus[14],,bitfield32,O,R,,,1
Repeating,8270,2,StringEvent1[14],,bitfield32,M,R,,,1
Repeating,8272,2,StringEvent2[14],,bitfield32,O,R,,,1
Repeating,8274,2,VendorStringEventBitfield1[14],,bitfield32,O,R,,,1
Repeating,8276,2,VendorStringEventBitfield2[14],,bitfield32,O,R,,,1
Repeating,8278,1,EnableDisableString[14],,enum16,O,RW,,,1
Repeating,8279,1,ConnectDisconnectString[14],,enum16,O,RW,,,1
Repeating,8280,1,Pad[14],,pad,M,R,,,1
Repeating,8281,1,Pad2[14],,pad,M,R,,,1
Repeating,8282,1,ModuleCount[15],,uint16,M,R,,,1
Repeating,8283,2,StringStatus[15],,bitfield32,M,R,,,1
Repeating,8285,1,ConnectionFailureReason[15],,enum16,O,R,,,1
Repeating,8286,1,StringStateofCharge[15],,uint16,M,R,SoC_SF,%,1
Repeating,8287,1,StringStateofHealth[15],,uint16,O,R,SoH_SF,%,1
Repeating,8288,1,StringCurrent[15],,sint16,M,R,A_SF,A,1
Repeating,8289,1,MaxCellVoltage[15],,uint16,M,R,CellV_SF,V,1
Repeating,8290,1,MaxCellVoltageModule[15],,uint16,O,R,,,1
Repeating,8291,1,MinCellVoltage[15],,uint16,M,R,CellV_SF,V,1
Repeating,8292,1,MinCellVoltageModule[15],,uint16,O,R,,,1
Repeating,8293,1,AverageCellVoltage[15],,uint16,M,R,CellV_SF,V,1
Repeating,8294,1,StrModTmpMax[15],,sint16,M,R,ModTmp_SF,C,1
Repeating,8295,1,StrModTmpMaxMod[15],,uint16,O,R,,,1
Repeating,8296,1,StrModTmpMin[15],,sint16,M,R,ModTmp_SF,C,1
Repeating,8297,1,StrModTmpMinMod[15],,uint16,O,R,,,1
Repeating,8298,1,StrModTmpAvg[15],,sint16,M,R,ModTmp_SF,C,1
Repeating,8299,1,DisabledReason[15],,enum16,O,R,,,1
Repeating,8300,2,ContactorStatus[15],,bitfield32,O,R,,,1
Repeating,8302,2,StringEvent1[15],,bitfield32,M,R,,,1
Repeating,8304,2,StringEvent2[15],,bitfield32,O,R,,,1
Repeating,8306,2,VendorStringEventBitfield1[15],,bitfield32,O,R,,,1
Repeating,8308,2,VendorStringEventBitfield2[15],,bitfield32,O,R,,,1
Repeating,8310,1,EnableDisableString[15],,enum16,O,RW,,,1
Repeating,8311,1,ConnectDisconnectString[15],,enum16,O,RW,,,1
Repeating,8312,1,Pad[15],,pad,M,R,,,1
Repeating,8313,1,Pad2[15],,pad,M,R,,,1
Repeating,8314,1,ModuleCount[16],,uint16,M,R,,,1
Repeating,8315,2,StringStatus[16],,bitfield32,M,R,,,1
Repeating,8317,1,ConnectionFailureReason[16],,enum16,O,R,,,1
Repeating,8318,1,StringStateofCharge[16],,uint16,M,R,SoC_SF,%,1
Repeating,8319,1,StringStateofHealth[16],,uint16,O,R,SoH_SF,%,1
Repeating,8320,1,StringCurrent[16],,sint16,M,R,A_SF,A,1
Repeating,8321,1,MaxCellVoltage[16],,uint16,M,R,CellV_SF,V,1
Repeating,8322,1,MaxCellVoltageModule[16],,uint16,O,R,,,1
Repeating,8323,1,MinCellVoltage[16],,uint16,M,R,CellV_SF,V,1
Repeating,8324,1,MinCellVoltageModule[16],,uint16,O,R,,,1
Repeating,8325,1,AverageCellVoltage[16],,uint16,M,R,CellV_SF,V,1
Repeating,8326,1,StrModTmpMax[16],,sint16,M,R,ModTmp_SF,C,1
Repeating,8327,1,StrModTmpMaxMod[16],,uint16,O,R,,,1
Repeating,8328,1,StrModTmpMin[16],,sint16,M,R,ModTmp_SF,C,1
Repeating,8329,1,StrModTmpMinMod[16],,uint16,O,R,,,1
Repeating,8330,1,StrModTmpAvg[16],,sint16,M,R,ModTmp_SF,C,1
Repeating,8331,1,DisabledReason[16],,enum16,O,R,,,1
Repeating,8332,2,ContactorStatus[16],,bitfield32,O,R,,,1
Repeating,8334,2,StringEvent1[16],,bitfield32,M,R,,,1
Repeating,8336,2,StringEvent2[16],,bitfield32,O,R,,,1
Repeating,8338,2,VendorStringEventBitfield1[16],,bitfield32,O,R,,,1
Repeating,8340,2,VendorStringEventBitfield2[16],,bitfield32,O,R,,,1
Repeating,8342,1,EnableDisableString[16],,enum16,O,RW,,,1
Repeating,8343,1,ConnectDisconnectString[16],,enum16,O,RW,,,1
Repeating,8344,1,Pad[16],,pad,M,R,,,1
Repeating,8345,1,Pad2[16],,pad,M,R,,,1
Repeating,8346,1,ModuleCount[17],,uint16,M,R,,,1
Repeating,8347,2,StringStatus[17],,bitfield32,M,R,,,1
Repeating,8349,1,ConnectionFailureReason[17],,enum16,O,R,,,1
Repeating,8350,1,StringStateofCharge[17],,uint16,M,R,SoC_SF,%,1
Repeating,8351,1,StringStateofHealth[17],,uint16,O,R,SoH_SF,%,1
Repeating,8352,1,StringCurrent[17],,sint16,M,R,A_SF,A,1
Repeating,8353,1,MaxCellVoltage[17],,uint16,M,R,CellV_SF,V,1
Repeating,8354,1,MaxCellVoltageModule[17],,uint16,O,R,,,1
Repeating,8355,1,MinCellVoltage[17],,uint16,M,R,CellV_SF,V,1
Repeating,8356,1,MinCellVoltageModule[17],,uint16,O,R,,,1
Repeating,8357,1,AverageCellVoltage[17],,uint16,M,R,CellV_SF,V,1
Repeating,8358,1,StrModTmpMax[17],,sint16,M,R,ModTmp_SF,C,1
Repeating,8359,1,StrModTmpMaxMod[17],,uint16,O,R,,,1
Repeating,8360,1,StrModTmpMin[17],,sint16,M,R,ModTmp_SF,C,1
Repeating,8361,1,StrModTmpMinMod[17],,uint16,O,R,,,1
Repeating,8362,1,StrModTmpAvg[17],,sint16,M,R,ModTmp_SF,C,1
Repeating,8363,1,DisabledReason[17],,enum16,O,R,,,1
Repeating,8364,2,ContactorStatus[17],,bitfield32,O,R,,,1
Repeating,8366,2,StringEvent1[17],,bitfield32,M,R,,,1
Repeating,8368,2,StringEvent2[17],,bitfield32,O,R,,,1
Repeating,8370,2,VendorStringEventBitfield1[17],,bitfield32,O,R,,,1
Repeating,8372,2,VendorStringEventBitfield2[17],,bitfield32,O,R,,,1
Repeating,8374,1,EnableDisableString[17],,enum16,O,RW,,,1
Repeating,8375,1,ConnectDisconnectString[17],,enum16,O,RW,,,1
Repeating,8376,1,Pad[17],,pad,M,R,,,1
Repeating,8377,1,Pad2[17],,pad,M,R,,,1
Repeating,8378,1,ModuleCount[18],,uint16,M,R,,,1
Repeating,8379,2,StringStatus[18],,bitfield32,M,R,,,1
Repeating,8381,1,ConnectionFailureReason[18],,enum16,O,R,,,1
Repeating,8382,1,StringStateofCharge[18],,uint16,M,R,SoC_SF,%,1
Repeating,8383,1,StringStateofHealth[18],,uint16,O,R,SoH_SF,%,1
Repeating,8384,1,StringCurrent[18],,sint16,M,R,A_SF,A,1
Repeating,8385,1,MaxCellVoltage[18],,uint16,M,R,CellV_SF,V,1
Repeating,8386,1,MaxCellVoltageModule[18],,uint16,O,R,,,1
Repeating,8387,1,MinCellVoltage[18],,uint16,M,R,CellV_SF,V,1
Repeating,8388,1,MinCellVoltageModule[18],,uint16,O,R,,,1
Repeating,8389,1,AverageCellVoltage[18],,uint16,M,R,CellV_SF,V,1
Repeating,8390,1,StrModTmpMax[18],,sint16,M,R,ModTmp_SF,C,1
Repeating,8391,1,StrModTmpMaxMod[18],,uint16,O,R,,,1
Repeating,8392,1,StrModTmpMin[18],,sint16,M,R,ModTmp_SF,C,1
Repeating,8393,1,StrModTmpMinMod[18],,uint16,O,R,,,1
Repeating,8394,1,StrModTmpAvg[18],,sint16,M,R,ModTmp_SF,C,1
Repeating,8395,1,DisabledReason[18],,enum16,O,R,,,1
Repeating,8396,2,ContactorStatus[18],,bitfield32,O,R,,,1
Repeating,8398,2,StringEvent1[18],,bitfield32,M,R,,,1
Repeating,8400,2,StringEvent2[18],,bitfield32,O,R,,,1
Repeating,8402,2,VendorStringEventBitfield1[18],,bitfield32,O,R,,,1
Repeating,8404,2,VendorStringEventBitfield2[18],,bitfield32,O,R,,,1
Repeating,8406,1,EnableDisableString[18],,enum16,O,RW,,,1
Repeating,8407,1,ConnectDisconnectString[18],,enum16,O,RW,,,1
Repeating,8408,1,Pad[18],,pad,M,R,,,1
Repeating,8409,1,Pad2[18],,pad,M,R,,,1
Repeating,8410,1,ModuleCount[19],,uint16,M,R,,,1
Repeating,8411,2,StringStatus[19],,bitfield32,M,R,,,1
Repeating,8413,1,ConnectionFailureReason[19],,enum16,O,R,,,1
Repeating,8414,1,StringStateofCharge[19],,uint16,M,R,SoC_SF,%,1
Repeating,8415,1,StringStateofHealth[19],,uint16,O,R,SoH_SF,%,1
Repeating,8416,1,StringCurrent[19],,sint16,M,R,A_SF,A,1
Repeating,8417,1,MaxCellVoltage[19],,uint16,M,R,CellV_SF,V,1
Repeating,8418,1,MaxCellVoltageModule[19],,uint16,O,R,,,1
Repeating,8419,1,MinCellVoltage[19],,uint16,M,R,CellV_SF,V,1
Repeating,8420,1,MinCellVoltageModule[19],,uint16,O,R,,,1
Repeating,8421,1,AverageCellVoltage[19],,uint16,M,R,CellV_SF,V,1
Repeating,8422,1,StrModTmpMax[19],,sint16,M,R,ModTmp_SF,C,1
Repeating,8423,1,StrModTmpMaxMod[19],,uint16,O,R,,,1
Repeating,8424,1,StrModTmpMin[19],,sint16,M,R,ModTmp_SF,C,1
Repeating,8425,1,StrModTmpMinMod[19],,uint16,O,R,,,1
Repeating,8426,1,StrModTmpAvg[19],,sint16,M,R,ModTmp_SF,C,1
Repeating,8427,1,DisabledReason[19],,enum16,O,R,,,1
Repeating,8428,2,ContactorStatus[19],,bitfield32,O,R,,,1
Repeating,8430,2,StringEvent1[19],,bitfield32,M,R,,,1
Repeating,8432,2,StringEvent2[19],,bitfield32,O,R,,,1
Repeating,8434,2,VendorStringEventBitfield1[19],,bitfield32,O,R,,,1
Repeating,8436,2,VendorStringEventBitfield2[19],,bitfield32,O,R,,,1
Repeating,8438,1,EnableDisableString[19],,enum16,O,RW,,,1
Repeating,8439,1,ConnectDisconnectString[19],,enum16,O,RW,,,1
Repeating,8440,1,Pad[19],,pad,M,R,,,1
Repeating,8441,1,Pad2[19],,pad,M,R,,,1
Repeating,8442,1,ModuleCount[20],,uint16,M,R,,,1
Repeating,8443,2,StringStatus[20],,bitfield32,M,R,,,1
Repeating,8445,1,ConnectionFailureReason[20],,enum16,O,R,,,1
Repeating,8446,1,StringStateofCharge[20],,uint16,M,R,SoC_SF,%,1
Repeating,8447,1,StringStateofHealth[20],,uint16,O,R,SoH_SF,%,1
Repeating,8448,1,StringCurrent[20],,sint16,M,R,A_SF,A,1
Repeating,8449,1,MaxCellVoltage[20],,uint16,M,R,CellV_SF,V,1
Repeating,8450,1,MaxCellVoltageModule[20],,uint16,O,R,,,1
Repeating,8451,1,MinCellVoltage[20],,uint16,M,R,CellV_SF,V,1
Repeating,8452,1,MinCellVoltageModule[20],,uint16,O,R,,,1
Repeating,8453,1,AverageCellVoltage[20],,uint16,M,R,CellV_SF,V,1
Repeating,8454,1,StrModTmpMax[20],,sint16,M,R,ModTmp_SF,C,1
Repeating,8455,1,StrModTmpMaxMod[20],,uint16,O,R,,,1
Repeating,8456,1,StrModTmpMin[20],,sint16,M,R,ModTmp_SF,C,1
Repeating,8457,1,StrModTmpMinMod[20],,uint16,O,R,,,1
Repeating,8458,1,StrModTmpAvg[20],,sint16,M,R,ModTmp_SF,C,1
Repeating,8459,1,DisabledReason[20],,enum16,O,R,,,1
Repeating,8460,2,ContactorStatus[20],,bitfield32,O,R,,,1
Repeating,8462,2,StringEvent1[20],,bitfield32,M,R,,,1
Repeating,8464,2,StringEvent2[20],,bitfield32,O,R,,,1
Repeating,8466,2,VendorStringEventBitfield1[20],,bitfield32,O,R,,,1
Repeating,8468,2,VendorStringEventBitfield2[20],,bitfield32,O,R,,,1
Repeating,8470,1,EnableDisableString[20],,enum16,O,RW,,,1
Repeating,8471,1,ConnectDisconnectString[20],,enum16,O,RW,,,1
Repeating,8472,1,Pad[20],,pad,M,R,,,1
Repeating,8473,1,Pad2[20],,pad,M,R,,,1
Repeating,8474,1,ModuleCount[21],,uint16,M,R,,,1
Repeating,8475,2,StringStatus[21],,bitfield32,M,R,,,1
Repeating,8477,1,ConnectionFailureReason[21],,enum16,O,R,,,1
Repeating,8478,1,StringStateofCharge[21],,uint16,M,R,SoC_SF,%,1
Repeating,8479,1,StringStateofHealth[21],,uint16,O,R,SoH_SF,%,1
Repeating,8480,1,StringCurrent[21],,sint16,M,R,A_SF,A,1
Repeating,8481,1,MaxCellVoltage[21],,uint16,M,R,CellV_SF,V,1
Repeating,8482,1,MaxCellVoltageModule[21],,uint16,O,R,,,1
Repeating,8483,1,MinCellVoltage[21],,uint16,M,R,CellV_SF,V,1
Repeating,8484,1,MinCellVoltageModule[21],,uint16,O,R,,,1
Repeating,8485,1,AverageCellVoltage[21],,uint16,M,R,CellV_SF,V,1
Repeating,8486,1,StrModTmpMax[21],,sint16,M,R,ModTmp_SF,C,1
Repeating,8487,1,StrModTmpMaxMod[21],,uint16,O,R,,,1
Repeating,8488,1,StrModTmpMin[21],,sint16,M,R,ModTmp_SF,C,1
Repeating,8489,1,StrModTmpMinMod[21],,uint16,O,R,,,1
Repeating,8490,1,StrModTmpAvg[21],,sint16,M,R,ModTmp_SF,C,1
Repeating,8491,1,DisabledReason[21],,enum16,O,R,,,1
Repeating,8492,2,ContactorStatus[21],,bitfield32,O,R,,,1
